symbol,scan_time,entry_time,exit_time,side,score,entry,exit,filled_orders,full_position,notional,pnl,pnl_pct_on_notional,peak_favorable_pct,exit_reason,adx,range_pct,volume_ratio,atr_expansion
IOUSDT,2026-04-25 02:00,2026-04-25 02:10,2026-04-25 12:00,LONG,80.71354373709444,0.13871942742814503,0.12484748468533052,8,False,950.0,-95.0,-0.1,0.01716106111444329,hard-stop,61.13693239174288,8.667152221412959,2.8806817194525016,1.195943377737058
HYPERUSDT,2026-04-25 05:00,2026-04-25 05:50,2026-04-25 11:55,LONG,93.56170342630031,0.10683857221206489,0.13084,10,True,1000.0,224.65133416697543,0.22465133416697544,0.2528246795953045,full-position-dynamic-tp: kline weakness: no-new-high + shadow/ema-break,61.59029756431885,5.694053739450966,3.6531156194933865,1.7610130196813807
CARVUSDT,2026-04-25 13:00,2026-04-26 00:05,2026-04-27 08:55,SHORT,75.14253867017281,0.05954389146069274,0.05733,10,True,1000.0,37.180832598994975,0.037180832598994976,0.04255501947442359,full-position-dynamic-tp: kline weakness: no-new-low + shadow/ema-reclaim,32.70761186105455,5.68704799474031,6.026390009749255,1.563138849917046
SONICUSDT,2026-04-25 13:00,2026-04-25 13:50,2026-04-26 01:20,LONG,91.74428737031513,0.03871710511435102,0.03852,10,True,1000.0,-5.090905267035706,-0.005090905267035706,0.056638916550508116,profit-giveback,78.13973847515193,4.304198574069183,2.798387149301317,1.805479395449832
SONICUSDT,2026-04-26 02:00,2026-04-26 03:30,2026-04-26 05:05,LONG,79.03535603225347,0.04147529543742854,0.04289,10,True,1000.0,34.10957167757233,0.03410957167757233,0.10330739099943377,profit-giveback,37.77446511222401,12.480660134089746,22.498260402876245,1.6990189321078617
IOUSDT,2026-04-26 07:00,2026-04-27 05:45,2026-04-27 14:20,SHORT,70.9454618621938,0.12075827151620296,0.1183,10,True,1000.0,20.356961766160346,0.020356961766160347,0.03195037050265548,full-position-dynamic-tp: kline weakness: no-new-low + shadow/ema-reclaim,45.377891713599006,5.399061032863853,3.0529137468770555,1.174556015229042
MITOUSDT,2026-04-26 12:00,2026-04-26 12:50,2026-04-28 00:45,LONG,79.38559079783982,0.04266224832789221,0.04362,10,True,1000.0,22.449629582265032,0.022449629582265034,0.03862317943122803,full-position-dynamic-tp: kline weakness: no-new-high + shadow/ema-break,35.48602304914957,5.544794188861986,2.406603158231302,1.5339239483513265
USTCUSDT,2026-04-26 19:00,2026-04-26 19:55,2026-04-27 00:00,LONG,85.95133786772394,0.005752010757611573,0.005841,10,True,1000.0,15.470979825736231,0.01547097982573623,0.03320390910877435,full-position-dynamic-tp: kline weakness: no-new-high + shadow/ema-break,46.24348833731676,5.696090571378034,2.8611807526913933,1.588860075880381
SONICUSDT,2026-04-27 01:00,2026-04-27 01:50,2026-04-27 05:05,LONG,87.90461432506888,0.04693389171414603,0.04224050254273143,5,False,770.0,-77.00000000000001,-0.10000000000000002,0.01738846398727235,hard-stop,73.20891079135284,19.031221303948573,20.44660734525629,2.1295350337537697
HYPERUSDT,2026-04-27 02:00,2026-04-27 02:05,2026-04-29 02:00,SHORT,79.51409830422669,0.11732168398422357,0.12905385238264594,7,False,910.0,-91.00000000000006,-0.10000000000000006,0.03410864767984137,hard-stop,29.836159207518033,19.440767703507607,5.43147315281355,1.974927006968373
