trade_id,symbol,scan_time,entry_time,exit_time,side,score,entry,exit,filled_orders,full_position,notional,pnl,pnl_pct_on_notional,peak_favorable_pct,exit_reason,strategy_group_exit,hedge_notional,trend_notional,hedge_closed,hedge_close_price,realized_hedge_pnl,adx,range_pct,volume_ratio,atr_expansion
1,TRUTHUSDT,2026-04-02 19:00,2026-04-02 20:00,2026-04-03 15:00,SHORT,70.28352122919915,0.009023648004035531,0.009032,3,False,770.0,-2.8228220238108626,-0.0036660026283257957,0.0,failed-breakout-back-inside-range,True,220.0,550.0,False,0,0,40.794028639137494,11.371603856266441,1.628575312549539,1.2898989508878789
