symbol,scan_time,entry_time,exit_time,side,score,entry,exit,filled_orders,full_position,notional,pnl,pnl_pct_on_notional,peak_favorable_pct,exit_reason,strategy_group_exit,hedge_notional,trend_notional,hedge_closed,hedge_close_price,realized_hedge_pnl,adx,range_pct,volume_ratio,atr_expansion
1000000BOBUSDT,2025-11-19 00:00,2025-11-20 00:00,2025-12-14 00:00,HEDGED,72.48808470316904,0.03081,0.01936,1,False,440.0,0.0,0.0,0.0,hedged-probe-timeout,True,220.0,220.0,False,0,0,39.801973101840005,140.63615709185328,4.974317249045647,1.405955571242529
MITOUSDT,2026-05-06 00:00,2026-05-07 00:00,2026-05-11 00:00,LONG,70.50306143273373,0.05869774087796292,0.06836,10,True,1220.0,142.6104088081627,0.11689377771160878,0.2337748643614126,group-profit-lock filled=10 peak=285.21u lock=0.60,True,220.0,1000.0,True,0.05786000000000001,-22.000000000000032,68.67014308873618,45.55133079847909,2.341138790914179,1.4038787483907629
