trade_id,symbol,trade_side,scan_time,exit_time,side,order_index,role,status,planned_price,planned_notional,quantity,event_time,close_price,pnl
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,LONG,1,PROBE,FILLED,0.010008,220.0,21982.414068745005,2026-04-19 08:00,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,LONG,2,PLANNED_HEDGE_SIDE,NOT_FILLED,0.010587905281579766,180.0,17000.529869978505,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,LONG,3,PLANNED_HEDGE_SIDE,NOT_FILLED,0.01062257897368538,150.0,14120.864657404309,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,LONG,4,PLANNED_HEDGE_SIDE,NOT_FILLED,0.010668810563159532,120.0,11247.739313543721,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,LONG,5,PLANNED_HEDGE_SIDE,NOT_FILLED,0.01072660005000222,100.0,9322.618493637161,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,LONG,6,PLANNED_HEDGE_SIDE,NOT_FILLED,0.010795947434213448,80.0,7410.187988362366,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,LONG,7,PLANNED_HEDGE_SIDE,NOT_FILLED,0.010876852715793214,60.0,5516.30159640572,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,LONG,8,PLANNED_HEDGE_SIDE,NOT_FILLED,0.010969315894741517,40.0,3646.5355163283466,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,LONG,9,PLANNED_HEDGE_SIDE,NOT_FILLED,0.011084894868426896,30.0,2706.3856135838505,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,LONG,10,PLANNED_HEDGE_SIDE,NOT_FILLED,0.011223589636849352,20.0,1781.9610879513884,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,SHORT,1,PROBE,FILLED,0.010008,220.0,21982.414068745005,2026-04-19 08:00,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,SHORT,2,TREND,FILLED,0.009442094718420235,180.0,19063.566440277773,2026-04-19 12:00,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,SHORT,3,TREND,FILLED,0.009407421026314622,150.0,15944.85880672472,2026-04-19 12:00,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,SHORT,4,TREND,FILLED,0.009361189436840469,120.0,12818.883840524186,2026-04-19 12:00,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,SHORT,5,TREND,FILLED,0.00930339994999778,100.0,10748.758576161596,2026-04-19 12:00,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,SHORT,6,TREND,FILLED,0.009234052565786553,80.0,8663.585076005644,2026-04-19 12:00,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,SHORT,7,TREND,NOT_FILLED,0.009153147284206787,60.0,6555.122313340947,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,SHORT,8,TREND,NOT_FILLED,0.009060684105258484,40.0,4414.677692690499,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,SHORT,9,TREND,NOT_FILLED,0.008945105131573105,30.0,3353.789537264403,,0,0
1,TRUTHUSDT,SHORT,2026-04-19 07:00,2026-04-19 14:00,SHORT,10,TREND,NOT_FILLED,0.008806410363150649,20.0,2271.07290885371,,0,0
